,input_size,stumpy CPU (20 threads),pyscamp CPU (20 threads),pyscamp CPU Advantage,stumpy GPU (fp64),pyscamp GPU fp64,pyscamp GPU fp64 Advantage,pyscamp GPU fp32,pyscamp CPU (20 threads) + GPU fp64
0,8192,0.027350425720214844,0.009006261825561523,3.0368232958305756,1.1382029056549072,0.05995488166809082,18.984324111520703,0.0407254695892334,0.011898517608642578
1,16384,0.10015344619750977,0.01800990104675293,5.561021459113835,2.4146909713745117,0.11889529228210449,20.3093909357247,0.026042938232421875,0.01828145980834961
2,32768,0.38802289962768555,0.05298113822937012,7.323793195001327,5.010835647583008,0.23064494132995605,21.72532212798288,0.05291581153869629,0.0571894645690918
3,65536,1.6617326736450195,0.18564987182617188,8.950895884274765,9.748889923095703,0.4344630241394043,22.43894044241523,0.09456825256347656,0.18912816047668457
4,131072,9.178058862686157,0.7672111988067627,11.962884375202965,18.267820596694946,1.068213701248169,17.10127905619415,0.21084380149841309,0.6755707263946533
5,262144,48.94673299789429,2.804001808166504,17.456027615723915,36.34376549720764,2.5763566493988037,14.106651540534385,0.4418752193450928,2.2947921752929688
6,524288,272.68696689605713,11.26624059677124,24.203900542848846,72.44900488853455,7.590183734893799,9.545092374440161,1.1656744480133057,7.578654766082764
7,1048576,,44.64732336997986,,144.58964490890503,24.859960079193115,5.81616561122,3.507385730743408,22.274973392486572
8,2097152,,184.23228096961975,,539.1719489097595,88.05440044403076,6.123168702425821,11.584543466567993,69.23792624473572
